time,seconds_elapsed,z,y,x
1744864311257715700,0.0467158203125,-0.02313709259033203,1.798403024673462,-0.0282135009765625
1744864311267715800,0.0567158203125,-0.6136987209320068,2.0669050216674805,0.007866859436035156
1744864311297688800,0.086688720703125,-0.5522806644439697,1.8409366607666016,-0.2683677673339844
1744864311307685600,0.096685546875,-0.49030518531799316,1.6184366941452026,-0.5077400207519531
1744864311317689900,0.10668994140625,-0.44847655296325684,1.5747636556625366,-0.5320243835449219
1744864311327689700,0.116689697265625,-0.31601786613464355,1.056594729423523,-0.8033723831176758
1744864311337689900,0.12668994140625,-0.4477083683013916,0.9311217069625854,-0.5417366027832031
1744864311347690000,0.13668994140625,-0.7508025169372559,0.9414516687393188,-0.09216690063476562
1744864311357694500,0.146694580078125,-1.026594638824463,1.0241323709487915,0.20721054077148438
1744864311367694300,0.1566943359375,-1.1303045749664307,1.0555909872055054,0.3449583053588867
1744864311377694500,0.166694580078125,-1.100640058517456,1.0948939323425293,0.38487815856933594
1744864311387694300,0.1766943359375,-1.034163236618042,1.0537536144256592,0.2898092269897461
1744864311397694500,0.186694580078125,-1.0235552787780762,1.1952317953109741,0.11838531494140625
1744864311407694300,0.1966943359375,-1.148951530456543,1.0998363494873047,-0.18161869049072266
1744864311427694300,0.2166943359375,-1.847015619277954,0.559940755367279,-0.06363964080810547
1744864311437694500,0.226694580078125,-2.025157928466797,0.551584780216217,-0.05682086944580078
1744864311447694300,0.2366943359375,-2.025052070617676,0.567500114440918,0.05764961242675781
1744864311457694200,0.246694091796875,-1.723166584968567,0.5696253776550293,0.14441585540771484
1744864311467694300,0.2566943359375,-1.406669020652771,0.5471445918083191,0.1220693588256836
1744864311477694200,0.266694091796875,-1.225036382675171,0.45338115096092224,-0.0045757293701171875
1744864311487694300,0.2766943359375,-1.1575427055358887,0.29727569222450256,-0.37522125244140625
1744864311497694200,0.286694091796875,-0.9464958906173706,0.28767120838165283,-0.8123893737792969
1744864311507694300,0.2966943359375,-0.6949148178100586,0.15744520723819733,-1.1515541076660156
1744864311517694200,0.306694091796875,-0.45297932624816895,0.00023314356803894043,-1.3703746795654297
1744864311527694300,0.3166943359375,-0.2625436782836914,-0.20612433552742004,-1.176772117614746
1744864311537694200,0.326694091796875,-0.17362046241760254,-0.34754669666290283,-0.7875432968139648
1744864311547694300,0.3366943359375,-0.2620961666107178,-0.37440696358680725,-0.7232961654663086
1744864311557694200,0.346694091796875,-0.5192384719848633,-0.1994478404521942,-0.9213123321533203
1744864311567694300,0.3566943359375,-0.4869956970214844,-0.20486494898796082,-0.9300117492675781
1744864311577695200,0.3666953125,-0.8523982763290405,0.2818775475025177,-0.9767131805419922
1744864311587695000,0.376695068359375,-0.6436988115310669,0.5498365759849548,-0.3753480911254883
1744864311597695200,0.3866953125,-0.6453355550765991,0.5534966588020325,-0.3748311996459961
1744864311607695600,0.396695556640625,0.2717764377593994,0.9172686338424683,0.7296037673950195
1744864311617695000,0.406695068359375,0.6555192470550537,0.760735809803009,0.882594108581543
1744864311627695000,0.416695068359375,0.9455888271331787,0.5346523523330688,0.6198806762695312
1744864311637695000,0.426695068359375,0.9990503787994385,0.5176354050636292,0.6059541702270508
1744864311647694800,0.43669482421875,0.990105152130127,0.46285444498062134,-0.6509389877319336
1744864311657693700,0.446693603515625,0.5156681537628174,0.1836513727903366,-0.6888656616210938
1744864311667693600,0.456693603515625,0.0332036018371582,0.2052229344844818,-0.12827396392822266
1744864311677693700,0.466693603515625,-0.46021759510040283,0.741799533367157,0.38774585723876953
1744864311687693600,0.476693603515625,-0.7468010187149048,1.169798493385315,0.9355478286743164
1744864311697693700,0.486693603515625,-0.6337521076202393,1.399504542350769,1.3610849380493164
1744864311707693600,0.496693603515625,-0.33004868030548096,1.348986029624939,1.645066261291504
1744864311717693700,0.506693603515625,0.04658007621765137,1.1319540739059448,1.8449335098266602
1744864311727693600,0.516693603515625,0.36852526664733887,0.9792051911354065,2.047609329223633
1744864311737693700,0.526693603515625,0.3891758918762207,0.8581321835517883,2.2078733444213867
1744864311747693600,0.536693603515625,0.1903390884399414,0.6675140261650085,2.2539920806884766
1744864311757693700,0.546693603515625,0.07670283317565918,0.7847298383712769,2.2939529418945312
1744864311767693600,0.556693603515625,0.21488428115844727,0.9469792246818542,2.2119998931884766
1744864311777693700,0.566693603515625,0.50998854637146,1.0317039489746094,2.325540542602539
1744864311787693600,0.576693603515625,0.8169927597045898,1.0207215547561646,2.426060676574707
1744864311797693700,0.586693603515625,0.9665541648864746,0.999870777130127,2.1833276748657227
1744864311807693600,0.596693603515625,0.8347556591033936,0.932434618473053,1.5886449813842773
1744864311817693700,0.606693603515625,0.6854746341705322,0.9143586754798889,1.0165224075317383
1744864311827693600,0.616693603515625,0.5718104839324951,0.7575814127922058,0.6220455169677734
1744864311837693700,0.626693603515625,0.537450909614563,0.5817136764526367,0.44220447540283203
1744864311847693600,0.636693603515625,0.5470802783966064,0.5779909491539001,0.4909963607788086
1744864311857693700,0.646693603515625,0.5724899768829346,0.6870843172073364,0.4578056335449219
1744864311867693600,0.656693603515625,0.5968142747879028,0.6530987620353699,0.4552116394042969
1744864311877693700,0.666693603515625,0.6175098419189453,0.7155126929283142,0.3067750930786133
1744864311887693800,0.67669384765625,0.5646960735321045,0.7285171151161194,0.2510843276977539
1744864311897693700,0.686693603515625,0.28177356719970703,0.660200297832489,-0.006546974182128906
1744864311907693800,0.69669384765625,0.33268535137176514,0.6348624229431152,-0.014041900634765625
1744864311917693700,0.706693603515625,0.054029226303100586,0.6485527753829956,-0.6132116317749023
1744864311927693600,0.716693603515625,0.10460841655731201,0.5204468965530396,-0.9357995986938477
1744864311937693700,0.726693603515625,0.33447861671447754,0.27758270502090454,-1.149312973022461
1744864311947693600,0.736693603515625,0.6058353185653687,0.12333923578262329,-1.4240655899047852
1744864311957693700,0.746693603515625,0.695956826210022,-0.11036562919616699,-1.7849950790405273
1744864311967693600,0.756693603515625,0.6465420722961426,-0.27844327688217163,-2.0389208793640137
1744864311977693700,0.766693603515625,0.5079541206359863,-0.33685821294784546,-2.1267714500427246
1744864311987693600,0.776693603515625,0.3455939292907715,-0.2634474039077759,-1.8314929008483887
1744864311997693700,0.786693603515625,0.346155047416687,-0.09304392337799072,-1.6651153564453125
1744864312007693600,0.796693603515625,0.3388620615005493,0.023874521255493164,-1.7914166450500488
1744864312017693700,0.806693603515625,0.41042792797088623,0.06559532880783081,-2.065502166748047
1744864312027693600,0.816693603515625,0.5630558729171753,0.10972481966018677,-2.4751834869384766
1744864312037693700,0.826693603515625,0.5222164392471313,0.0928691029548645,-2.860591411590576
1744864312057693700,0.846693603515625,0.3098995089530945,-0.003076016902923584,-3.0249152183532715
1744864312067693600,0.856693603515625,-0.39118367433547974,-0.1085214614868164,-2.252129077911377
1744864312077693700,0.866693603515625,-0.5916582942008972,-0.013560175895690918,-1.7031726837158203
1744864312087693600,0.876693603515625,-0.7662976980209351,0.06355637311935425,-1.4793500900268555
1744864312097693700,0.886693603515625,-0.8655436635017395,0.04070407152175903,-1.4994230270385742
1744864312107693600,0.896693603515625,-0.9418010115623474,-0.02283579111099243,-1.1572465896606445
1744864312117693700,0.906693603515625,-1.3061667680740356,-0.04219752550125122,-0.012079238891601562
1744864312127693600,0.916693603515625,-1.8038508892059326,-0.06337034702301025,0.8965368270874023
