time,seconds_elapsed,z,y,x
1744864311427715800,0.2167158203125,-9.179999351501465,33.599998474121094,-25.439998626708984
1744864311437715700,0.2267158203125,-9.479999542236328,33.36000061035156,-25.31999969482422
1744864311447715800,0.2367158203125,-9.179999351501465,33.119998931884766,-26.03999900817871
1744864311457714700,0.246714599609375,-9.300000190734863,33.41999816894531,-26.579999923706055
1744864311467714800,0.25671484375,-9.359999656677246,33.71999740600586,-26.760000228881836
1744864311477714700,0.266714599609375,-9,34.13999938964844,-27.239999771118164
1744864311487714800,0.27671484375,-9,34.02000045776367,-27.239999771118164
1744864311497714700,0.286714599609375,-8.460000038146973,33.71999740600586,-27.119998931884766
1744864311507714800,0.29671484375,-8.34000015258789,33.47999954223633,-27.599998474121094
1744864311517714700,0.306714599609375,-8.460000038146973,33.36000061035156,-28.139999389648438
1744864311527714800,0.31671484375,-8.399999618530273,33.29999923706055,-28.260000228881836
1744864311537714700,0.326714599609375,-8.699999809265137,33.119998931884766,-28.559999465942383
1744864311547714800,0.33671484375,-9.119999885559082,33.65999984741211,-28.739999771118164
1744864311557714700,0.346714599609375,-9.300000190734863,33.29999923706055,-28.559999465942383
1744864311567714800,0.35671484375,-9.719999313354492,32.880001068115234,-28.799999237060547
1744864311577714700,0.366714599609375,-10.019999504089355,33.05999755859375,-29.279998779296875
1744864311587714800,0.37671484375,-9.84000015258789,32.7599983215332,-29.399999618530273
1744864311597714700,0.386714599609375,-9.899999618530273,33.119998931884766,-29.219999313354492
1744864311607714800,0.39671484375,-9.59999942779541,33.119998931884766,-29.279998779296875
1744864311617714700,0.406714599609375,-10.319999694824219,33.119998931884766,-28.739999771118164
1744864311627714800,0.41671484375,-10.679999351501465,32.7599983215332,-28.739999771118164
1744864311637714700,0.426714599609375,-11.34000015258789,32.939998626708984,-29.03999900817871
1744864311647714800,0.43671484375,-11.34000015258789,33.36000061035156,-28.85999870300293
1744864311657714700,0.446714599609375,-11.09999942779541,33.47999954223633,-28.920000076293945
1744864311667714800,0.45671484375,-11.399999618530273,33.779998779296875,-28.799999237060547
1744864311677714700,0.466714599609375,-11.399999618530273,33.119998931884766,-28.439998626708984
1744864311687714800,0.47671484375,-12.59999942779541,32.81999969482422,-28.85999870300293
1744864311697714700,0.486714599609375,-13.139999389648438,32.52000045776367,-28.799999237060547
1744864311707714800,0.49671484375,-13.619999885559082,31.979999542236328,-28.3799991607666
1744864311717714700,0.506714599609375,-14.399999618530273,32.099998474121094,-28.139999389648438
1744864311727714800,0.51671484375,-14.75999927520752,31.739999771118164,-27.65999984741211
1744864311737714700,0.526714599609375,-14.9399995803833,31.19999885559082,-27.899999618530273
1744864311747714800,0.53671484375,-15.239999771118164,31.3799991607666,-28.19999885559082
1744864311757715000,0.54671484375,-15.359999656677246,30.959999084472656,-28.619998931884766
1744864311767714800,0.55671484375,-15.65999984741211,30.65999984741211,-28.799999237060547
1744864311777715000,0.56671484375,-16.020000457763672,30.17999839782715,-29.099998474121094
1744864311787714800,0.57671484375,-16.799999237060547,29.459999084472656,-29.279998779296875
1744864311797715000,0.58671484375,-17.15999984741211,29.03999900817871,-28.920000076293945
1744864311807714800,0.59671484375,-17.100000381469727,28.3799991607666,-29.099998474121094
1744864311817715000,0.60671484375,-17.579999923706055,28.3799991607666,-28.979999542236328
1744864311827714800,0.61671484375,-17.279998779296875,27.84000015258789,-29.03999900817871
1744864311837715000,0.62671484375,-18,27.119998931884766,-29.639999389648438
1744864311847714800,0.63671484375,-18.959999084472656,26.939998626708984,-29.51999855041504
1744864311857715000,0.64671484375,-19.260000228881836,26.760000228881836,-29.51999855041504
1744864311867714800,0.65671484375,-19.979999542236328,27,-29.579999923706055
1744864311877715000,0.66671484375,-20.100000381469727,27.239999771118164,-29.8799991607666
1744864311887714800,0.67671484375,-20.279998779296875,27.299999237060547,-30.35999870300293
1744864311897715000,0.68671484375,-20.279998779296875,26.760000228881836,-30.239999771118164
1744864311907714800,0.69671484375,-20.459999084472656,26.15999984741211,-30.059999465942383
1744864311917715000,0.70671484375,-20.639999389648438,25.85999870300293,-29.939998626708984
1744864311927714800,0.71671484375,-20.639999389648438,25.5,-29.579999923706055
1744864311937715000,0.72671484375,-21.35999870300293,25.5,-29.760000228881836
